1188,2022-08-12 19:18:37,-350
1431,2022-02-22 17:16:03,400
1571,2022-07-12 17:45:11,-500
1152,2022-12-05 15:07:16,550
1655,2022-02-27 17:48:58,200
1505,2022-08-22 23:28:13,750
1185,2022-05-20 07:56:33,100
1572,2022-04-03 05:33:41,150
1567,2022-07-19 09:47:19,650
1252,2022-11-05 13:11:36,600
1595,2022-10-18 08:09:17,650
1157,2022-08-22 21:05:37,600
1595,2022-02-03 17:31:42,-150
1257,2022-07-11 07:52:15,300
1093,2022-11-25 11:37:31,100
1067,2022-10-26 19:38:58,750
1002,2022-03-21 14:50:39,-350
1587,2022-01-15 13:11:36,-250
1089,2022-02-22 14:35:35,-400
1051,2022-08-04 05:36:41,650
1215,2022-01-06 16:01:53,200
1091,2022-07-03 05:48:45,-500
1278,2022-01-24 19:49:35,-150
1409,2022-09-13 09:10:53,-50
1690,2022-09-14 22:08:28,200
1350,2022-01-19 05:11:46,450
1586,2022-09-19 01:30:53,450
1553,2022-10-14 06:25:55,200
1439,2022-03-14 03:04:10,400
1433,2022-01-14 01:39:43,200
1327,2022-01-13 13:05:40,200
1144,2022-11-07 16:35:20,-400
1411,2022-10-03 07:38:41,350
1148,2022-07-10 08:22:38,400
1552,2022-12-25 17:25:32,400
1503,2022-12-17 16:35:51,-50
1516,2022-08-11 21:59:02,500
1172,2022-03-21 05:17:25,-100
1071,2022-11-06 13:31:57,-300
1267,2022-06-15 05:19:01,-450
1108,2022-06-02 11:04:24,-500
1066,2022-09-12 16:42:20,550
1153,2022-03-14 08:50:34,-450
1247,2022-10-23 19:33:40,600
1574,2022-12-09 08:55:50,700
1427,2022-02-24 10:25:06,750
1544,2022-06-12 12:07:01,500
1042,2022-10-04 19:15:53,200
1485,2022-06-06 14:31:47,750
1595,2022-03-21 06:12:29,200
1425,2022-09-28 20:36:30,450
1230,2022-11-26 05:08:43,700
1608,2022-09-14 16:36:41,-200
1031,2022-02-20 03:30:42,350
1550,2022-12-03 18:19:18,400
1571,2022-01-20 06:05:24,250
1356,2022-09-02 08:38:33,-100
1213,2022-07-04 11:48:08,400
1289,2022-04-02 20:54:17,400
1407,2022-12-10 05:58:25,550
1106,2022-08-05 02:17:20,250
1099,2022-08-10 02:13:46,-250
1545,2022-04-14 16:24:29,-450
1306,2022-05-19 15:32:39,150
1676,2022-04-08 08:57:04,750
1383,2022-03-12 18:17:19,-350
1427,2022-05-03 22:42:52,600
1177,2022-01-26 22:57:29,550
1271,2022-11-18 09:25:57,-400
1544,2022-05-01 17:55:26,-500
1036,2022-09-13 09:31:50,-100
1543,2022-04-19 18:44:14,350
1168,2022-03-21 08:21:31,-50
1145,2022-12-01 22:09:18,-100
1543,2022-12-27 01:25:25,-450
1117,2022-11-22 09:40:27,100
1625,2022-01-19 06:36:58,-200
1655,2022-06-12 14:20:31,700
1293,2022-05-27 03:02:14,400
1541,2022-11-14 17:16:48,700
1267,2022-12-06 10:39:39,-250
1632,2022-10-23 03:29:21,-400
1123,2022-10-03 12:35:06,200
1483,2022-10-17 01:05:46,-250
1039,2022-01-10 11:25:15,-50
1053,2022-11-24 20:38:01,300
1356,2022-06-03 10:46:19,-450
1087,2022-11-03 23:33:49,200
1619,2022-02-23 13:31:51,200
1218,2022-10-09 03:58:08,-300
1360,2022-04-05 14:12:24,600
1476,2022-10-13 20:39:11,-450
1024,2022-08-19 10:24:35,150
1614,2022-06-14 02:46:04,-300
1184,2022-01-05 06:16:57,-50
1241,2022-04-08 07:16:16,750
1245,2022-08-22 12:31:04,700
1111,2022-05-21 23:16:33,-450
1203,2022-11-19 09:45:35,350
1666,2022-03-06 15:36:59,200
1269,2022-10-11 17:40:55,-200
1246,2022-10-20 20:16:11,400
1083,2022-09-11 06:44:57,250
1670,2022-06-13 05:22:34,-150
1480,2022-11-07 01:29:31,-300
1431,2022-12-02 08:12:21,250
1579,2022-11-17 20:31:22,-50
1142,2022-08-13 16:02:25,750
1265,2022-04-09 15:28:30,-50
1442,2022-10-22 05:45:50,350
1015,2022-07-02 01:46:51,700
1702,2022-08-05 01:17:46,-300
1152,2022-03-12 08:02:04,-150
1151,2022-11-07 02:55:08,650
1036,2022-12-15 15:37:01,200
1704,2022-09-02 11:03:33,250
1340,2022-11-04 19:06:10,-400
1060,2022-12-15 14:36:55,200
1039,2022-03-06 20:29:18,300
1362,2022-10-05 18:57:42,-450
1143,2022-05-10 23:59:18,750
1669,2022-07-21 04:19:20,-400
1299,2022-12-10 02:25:58,400
1189,2022-03-08 03:28:31,650
1128,2022-06-02 13:02:24,350
1399,2022-07-13 09:32:49,-400
1242,2022-11-01 19:10:51,-500
1033,2022-07-14 03:05:11,200
1471,2022-08-24 08:09:56,-450
1067,2022-02-13 13:53:59,-100
1575,2022-09-23 04:06:49,650
1261,2022-08-06 01:32:40,-350
1406,2022-10-11 19:17:50,50
1225,2022-09-07 20:49:44,-150
1059,2022-07-17 12:49:13,-100
1310,2022-01-05 17:17:41,500
1391,2022-03-09 06:27:15,700
1100,2022-08-27 08:54:41,-400
1029,2022-11-10 02:25:25,550
1109,2022-05-11 18:27:31,-300
1433,2022-11-09 15:57:09,650
1096,2022-05-02 05:41:01,300
1361,2022-03-19 02:27:54,500
1480,2022-10-12 22:31:46,-1050
1098,2022-12-27 22:57:43,550
1086,2022-10-25 23:39:47,550
1228,2022-10-15 10:59:49,-400
1712,2022-04-25 08:06:54,-250
1445,2022-09-26 07:55:50,300
1375,2022-01-28 09:31:20,250
1502,2022-11-25 07:15:38,550
1414,2022-07-25 02:37:08,1350
1577,2022-01-17 05:42:06,300
1396,2022-09-12 21:15:49,700
1397,2022-02-21 09:43:44,400
1675,2022-07-26 10:03:15,1000
1649,2022-12-03 23:39:47,1550
1425,2022-10-28 10:42:54,600
1580,2022-09-07 04:09:28,-250
1534,2022-05-27 16:48:36,500
1048,2022-04-23 17:34:18,200
1272,2022-08-23 09:06:02,-50
1044,2022-04-13 19:23:15,550
1687,2022-06-09 02:14:15,-350
1072,2022-10-14 17:54:27,-150
1692,2022-06-08 18:39:27,500
1224,2022-09-07 09:39:16,350
1315,2022-08-10 15:53:57,-100
1384,2022-04-15 11:08:49,400
1436,2022-02-26 20:55:36,50
1623,2022-12-20 15:50:13,750
1175,2022-06-16 08:35:31,550
1383,2022-07-12 06:31:21,-600
1521,2022-10-21 22:26:46,100
1185,2022-01-07 17:56:21,-500
1082,2022-01-04 07:09:01,650
1010,2022-02-05 11:14:26,300
1625,2022-01-18 17:06:36,-350
1241,2022-07-25 19:44:12,-500
1038,2022-12-25 16:07:58,700
1205,2022-09-07 02:49:11,200
1411,2022-07-13 11:07:35,300
1432,2022-08-20 11:09:55,100
1556,2022-01-17 05:23:34,-350
1460,2022-05-26 18:39:49,-450
1275,2022-05-09 05:24:58,-450
1115,2022-06-03 10:47:59,250
1639,2022-08-10 23:27:47,-400
1708,2022-07-05 23:28:09,-50
1301,2022-09-17 21:39:35,50
1521,2022-06-08 22:21:45,750
1660,2022-08-16 11:38:37,-200
1038,2022-07-05 13:52:43,650
1562,2022-10-13 03:18:16,-1250
1699,2022-10-07 20:58:02,-150
1297,2022-12-01 07:48:12,550
1571,2022-01-06 16:22:25,700
1341,2022-08-15 22:41:08,-500
1104,2022-09-14 22:40:38,-1050
1342,2022-08-23 01:42:59,-400
1218,2022-04-13 19:07:30,600
1488,2022-04-14 11:57:42,300
1217,2022-04-04 04:33:24,600
1541,2022-10-14 05:55:51,50
1186,2022-02-02 15:29:13,550
1674,2022-05-21 23:56:22,150
1631,2022-03-05 03:59:23,250
1242,2022-01-09 13:43:19,50
1685,2022-11-23 01:36:54,750
1558,2022-01-16 02:29:45,550
1708,2022-02-02 22:08:41,250
1399,2022-11-23 13:31:38,-450
1250,2022-02-26 13:43:09,-450
1265,2022-11-14 22:26:57,-200
1006,2022-06-23 05:48:44,700
1521,2022-12-19 23:42:45,-400
1433,2022-03-19 18:36:54,200
1112,2022-08-07 23:53:07,-150
1421,2022-12-03 15:58:23,550
1665,2022-10-03 02:08:03,750
1236,2022-08-17 09:50:09,-100
1252,2022-08-26 23:48:57,-300
1069,2022-08-22 03:54:29,50
1457,2022-04-14 03:04:20,600
1534,2022-11-02 08:56:51,600
1060,2022-09-19 21:40:52,-300
1601,2022-04-08 20:11:37,700
1467,2022-03-22 12:35:46,750
1161,2022-04-11 06:04:50,700
1330,2022-01-10 16:18:51,150
1627,2022-03-24 23:06:53,-250
1419,2022-09-14 20:11:41,350
1174,2022-09-23 10:06:49,-250
1288,2022-08-18 09:06:47,600
1659,2022-03-26 16:03:41,700
1597,2022-12-06 04:28:42,50
1118,2022-09-06 16:23:20,200
1464,2022-03-16 02:46:14,550
1360,2022-10-15 06:46:15,-150
1211,2022-01-27 01:07:29,-50
1697,2022-01-03 20:11:43,200
1074,2022-10-26 04:30:07,600
1393,2022-11-10 04:28:51,750
1240,2022-02-24 02:53:53,50
1102,2022-03-11 09:19:15,-350
1209,2022-04-24 05:45:10,200
1300,2022-11-17 15:55:05,150
1032,2022-11-02 15:08:12,-300
1108,2022-11-23 02:25:29,-300
1539,2022-07-09 16:29:32,-350
1254,2022-07-16 01:46:01,1700
1642,2022-11-21 11:27:30,-450
1622,2022-02-27 12:06:36,350
1487,2022-06-11 19:22:21,1200
1178,2022-07-22 21:20:52,-350
1466,2022-04-22 08:55:34,200
1281,2022-11-12 23:13:58,-450
1580,2022-06-15 15:57:30,250
1337,2022-02-24 12:42:11,300
1151,2022-09-20 15:43:04,-400
1028,2022-04-11 19:01:46,-300
1090,2022-09-25 03:51:43,500
1491,2022-07-11 05:34:03,-400
1177,2022-08-14 10:47:31,100
1279,2022-10-25 14:26:37,750
1613,2022-06-25 03:07:50,750
1452,2022-05-04 11:58:04,600
1688,2022-07-20 03:56:59,-250
1088,2022-01-05 05:51:40,-400
1167,2022-08-09 18:08:38,-250
1177,2022-05-10 08:18:41,-400
1415,2022-09-12 16:47:59,450
1509,2022-10-16 02:31:25,750
1153,2022-09-05 04:06:53,350
1649,2022-04-12 23:01:20,400
1030,2022-12-09 17:42:29,100
1526,2022-03-02 19:53:38,150
1544,2022-11-06 01:13:13,-150
1545,2022-07-07 02:29:48,-400
1545,2022-11-11 14:32:44,500
1632,2022-03-08 02:06:03,700
1708,2022-10-06 03:57:40,250
1093,2022-12-11 18:08:56,-50
1565,2022-07-02 10:52:51,450
1027,2022-01-19 19:28:33,300
1698,2022-12-14 11:13:21,100
1308,2022-02-07 07:01:16,150
1458,2022-08-14 17:01:51,600
1180,2022-04-11 23:13:49,-150
1688,2022-07-06 19:14:47,-200
1508,2022-12-18 22:06:41,-200
1410,2022-06-13 09:35:31,250
1430,2022-05-24 16:40:55,250
1476,2022-04-28 15:15:22,50
1687,2022-09-21 02:10:08,-100
1549,2022-02-18 18:15:52,50
1235,2022-07-05 18:38:14,600
1668,2022-04-06 07:16:07,400
1039,2022-09-25 22:43:55,200
1588,2022-06-08 08:30:47,100
1448,2022-03-07 06:48:25,-250
1065,2022-12-27 22:18:50,300
1003,2022-04-10 03:19:49,700
1030,2022-02-18 11:12:35,400
1467,2022-10-07 12:06:19,300
1259,2022-04-13 02:52:14,600
1320,2022-03-20 11:28:34,-100
1032,2022-06-15 09:54:35,-200
1200,2022-07-04 19:30:17,100
1484,2022-03-28 04:49:39,-150
1522,2022-03-24 22:42:29,300
1278,2022-05-15 12:27:44,-500
1107,2022-03-20 18:38:59,600
1507,2022-07-03 01:22:15,-350
1255,2022-05-05 18:27:13,150
1244,2022-12-20 16:38:14,600
1444,2022-02-13 21:28:50,-300
1596,2022-07-16 07:47:19,600
1049,2022-02-02 12:54:56,-100
1559,2022-06-23 20:05:08,-100
1514,2022-07-01 16:07:13,-250
1284,2022-02-08 18:01:56,650
1357,2022-12-07 20:52:13,-300
1300,2022-08-02 10:25:45,-100
1498,2022-01-05 16:01:42,200
1348,2022-12-24 18:12:46,-400
1522,2022-09-20 08:14:07,400
1457,2022-05-07 15:45:56,400
1589,2022-07-12 02:49:57,-150
1614,2022-11-24 10:36:59,-450
1459,2022-07-18 15:42:38,-100
1068,2022-02-17 06:41:22,600
1214,2022-05-28 19:35:45,700
1349,2022-05-08 08:42:37,-500
1369,2022-10-27 14:38:54,500
1608,2022-10-26 01:47:13,500
1042,2022-02-11 05:55:02,-200
1227,2022-03-06 06:17:33,600
1301,2022-05-03 01:26:50,700
1227,2022-04-10 14:19:13,400
1385,2022-12-06 20:50:23,800
1226,2022-08-09 14:37:27,-50
1341,2022-12-15 07:41:47,250
1641,2022-04-18 06:42:15,550
1145,2022-05-06 10:12:45,100
1543,2022-01-06 04:51:40,-100
1009,2022-11-23 05:17:23,200
1564,2022-03-25 07:58:55,-200
1217,2022-12-07 06:58:39,400
1226,2022-09-18 07:50:22,-450
1261,2022-08-11 06:53:41,500
1069,2022-06-04 04:05:23,-500
1487,2022-03-20 19:53:13,400
1710,2022-02-12 13:37:39,700
1608,2022-09-04 22:42:57,50
1559,2022-03-05 07:37:22,700
1556,2022-10-16 03:26:44,250
1142,2022-09-08 23:35:38,300
1329,2022-05-14 14:24:03,-300
1006,2022-07-02 16:51:35,500
1455,2022-11-28 18:46:42,-100
1602,2022-01-13 10:30:02,150
1302,2022-08-28 05:29:58,-150
1269,2022-09-12 07:26:37,450
1380,2022-09-15 14:21:06,-800
1672,2022-08-17 10:59:32,600
1320,2022-05-23 13:18:32,50
1505,2022-02-23 07:50:47,150
1579,2022-06-11 17:55:38,650
1567,2022-07-03 22:47:21,400
1177,2022-07-26 19:18:18,450
1297,2022-06-09 11:36:19,-150
1214,2022-11-03 08:04:37,100
1371,2022-01-09 03:10:16,-250
1403,2022-02-16 10:19:32,-300
1321,2022-11-15 05:43:25,-950
1076,2022-04-02 02:25:53,200
1087,2022-03-16 17:45:34,50
1219,2022-05-24 23:19:17,650
1700,2022-12-10 19:14:06,700
1370,2022-05-25 10:07:17,150
1487,2022-03-01 13:58:24,200
1611,2022-04-06 11:52:55,50
1292,2022-03-02 08:47:46,600
1530,2022-08-28 03:28:45,200
1566,2022-06-07 12:28:53,-250
1451,2022-06-22 06:35:08,-350
1397,2022-12-27 11:45:14,-450
1172,2022-05-09 06:41:39,450
1257,2022-08-08 21:34:05,-500
1234,2022-09-09 16:55:05,250
1360,2022-12-23 23:07:02,-200
1328,2022-02-28 07:05:46,550
1375,2022-02-06 08:35:14,-200
1008,2022-02-10 12:16:36,550
1512,2022-07-03 12:18:06,550
1391,2022-03-22 18:06:23,50
1300,2022-07-22 10:59:35,-250
1696,2022-03-22 06:13:21,550
1499,2022-07-26 08:30:01,300
1446,2022-11-13 19:34:17,-100
1042,2022-09-07 13:04:24,700
1284,2022-12-10 10:03:05,-450
1472,2022-06-01 05:52:07,550
1240,2022-10-25 22:59:07,650
1185,2022-01-17 09:51:38,250
1652,2022-03-18 14:26:47,-150
1094,2022-08-05 13:41:37,-400
1300,2022-03-25 14:46:40,150
1650,2022-08-01 12:56:40,400
1630,2022-07-01 09:34:41,-250
1702,2022-02-23 18:12:39,200
1248,2022-11-28 08:42:17,100
1464,2022-01-20 17:52:04,-500
1348,2022-04-20 01:11:08,-450
1008,2022-03-12 02:33:55,1350
1624,2022-02-16 22:38:39,750
1205,2022-02-26 15:09:30,400
1613,2022-02-03 09:03:02,-200
1624,2022-02-07 21:01:03,-650
1500,2022-11-10 20:59:19,150
1302,2022-04-19 20:28:39,-400
1340,2022-01-05 11:10:33,-50
1148,2022-07-17 19:03:35,-50
1205,2022-04-27 08:02:49,450
1710,2022-05-01 04:03:48,-50
1329,2022-04-19 03:35:39,550
1335,2022-03-08 09:05:44,750
1650,2022-12-06 16:23:23,650
1493,2022-09-06 03:05:19,-300
1099,2022-04-15 18:41:50,400
1547,2022-01-15 10:33:21,-450
1704,2022-11-08 09:47:14,350
1288,2022-12-13 09:27:34,50
1526,2022-08-05 02:39:41,150
1438,2022-03-12 15:37:21,400
1670,2022-01-15 11:49:38,750
1388,2022-02-08 12:15:50,400
1265,2022-03-27 23:20:13,-450
1446,2022-02-18 22:43:19,50
1245,2022-05-10 11:47:23,200
1360,2022-02-10 04:10:40,-500
1405,2022-06-01 07:32:32,550
1100,2022-11-16 08:40:07,250
1005,2022-03-05 07:46:23,300
1195,2022-03-01 08:38:13,-250
1334,2022-09-18 07:24:13,300
1207,2022-07-08 23:55:53,-200
1011,2022-02-26 01:31:35,-100
1433,2022-07-21 04:34:38,250
1416,2022-01-03 16:40:04,150
1448,2022-04-08 17:31:32,200
1621,2022-12-04 23:02:25,500
1586,2022-02-04 17:57:25,-500
1054,2022-11-01 12:57:37,150
1076,2022-05-06 01:25:31,500
1523,2022-06-23 22:43:20,150
1035,2022-05-03 18:11:10,-100
1570,2022-08-11 23:28:45,650
1709,2022-12-06 13:34:18,-450
1266,2022-02-20 08:53:06,300
1350,2022-01-19 19:14:08,50
1136,2022-07-14 23:40:45,400
1195,2022-01-24 01:26:28,650
1331,2022-04-02 22:43:07,700
1149,2022-12-03 06:05:57,200
1646,2022-01-25 02:27:27,400
1036,2022-05-19 22:14:15,400
1334,2022-10-15 10:19:37,300
1648,2022-09-02 03:05:39,100
1094,2022-03-07 07:40:34,100
1497,2022-06-04 22:40:52,300
1088,2022-05-28 13:06:17,1500
1106,2022-08-17 14:29:41,-500
1294,2022-02-07 20:16:30,150
1650,2022-01-13 15:53:48,-250
1031,2022-10-12 08:05:16,450
1435,2022-09-28 18:35:48,-150
1197,2022-01-22 23:27:53,150
1693,2022-08-28 11:02:26,-1200
1573,2022-05-27 01:06:52,-350
1011,2022-01-03 15:17:56,400
1495,2022-02-14 16:42:35,700
1578,2022-01-25 15:04:58,600
1003,2022-12-13 02:23:21,-150
1183,2022-02-14 13:18:01,450
1452,2022-09-06 11:42:37,-300
1306,2022-07-15 11:02:57,-450
1278,2022-01-20 05:59:05,550
1322,2022-11-16 10:40:36,-350
1390,2022-08-21 03:07:50,500
1561,2022-11-12 21:46:47,-400
1364,2022-07-14 19:14:26,50
1016,2022-04-02 02:47:43,-150
1614,2022-11-24 22:32:51,-50
1628,2022-09-13 11:25:08,50
1272,2022-08-15 11:49:41,300
1571,2022-11-15 14:25:44,300
1330,2022-06-15 04:30:22,100
1230,2022-06-16 19:20:59,-200
1440,2022-02-26 08:59:07,-200
1490,2022-04-05 05:30:14,-400
1405,2022-11-28 18:06:05,350
1348,2022-09-02 19:56:24,650
1680,2022-08-03 02:44:15,-200
1376,2022-12-05 10:44:04,250
1293,2022-12-01 09:38:37,400
1103,2022-08-07 11:44:06,-350
1289,2022-09-10 23:55:19,-150
1172,2022-05-12 16:16:57,100
1239,2022-08-03 04:39:56,500
1667,2022-10-13 22:06:49,-400
1550,2022-09-11 03:24:23,-200
1693,2022-08-15 22:21:34,700
1616,2022-12-18 23:14:48,500
1359,2022-01-12 23:36:09,550
1240,2022-11-10 01:19:04,700
1005,2022-07-28 01:58:36,-200
1526,2022-04-10 12:52:52,100
1080,2022-06-01 10:02:16,450
1324,2022-09-02 01:08:48,-350
1234,2022-10-23 16:45:23,300
1668,2022-12-08 18:59:30,-350
1698,2022-08-17 13:23:32,-500
1643,2022-01-24 08:18:14,100
1331,2022-05-17 06:09:10,250
1538,2022-01-19 22:19:09,-100
1447,2022-09-19 09:16:41,-500
1205,2022-10-25 03:19:26,500
1473,2022-10-05 13:34:52,400
1380,2022-10-26 13:49:31,550
1640,2022-08-11 01:46:46,300
1632,2022-07-08 13:41:03,650
1442,2022-11-20 19:40:31,100
1292,2022-04-09 03:36:15,750
1629,2022-08-07 05:58:25,500
1073,2022-11-08 01:08:41,-100
1202,2022-11-03 18:06:21,700
1071,2022-12-12 18:22:33,100
1288,2022-09-25 02:54:16,400
1503,2022-05-21 08:30:43,500
1042,2022-07-12 07:31:19,-450
1272,2022-09-02 02:40:57,100
1663,2022-08-10 12:44:16,250
1291,2022-07-08 17:21:01,-150
1689,2022-08-12 01:45:51,200
1235,2022-07-27 15:05:30,650
1485,2022-06-09 13:12:43,150
1297,2022-03-21 20:03:57,350
1144,2022-08-13 04:46:09,-100
1154,2022-01-02 05:33:24,-400
1140,2022-02-05 17:23:36,-400
1278,2022-08-25 23:41:52,-150
1311,2022-05-10 11:25:50,-500
1579,2022-04-23 06:27:41,-250
1360,2022-01-04 04:24:45,1700
1068,2022-08-22 01:55:29,-300
1378,2022-12-03 06:53:41,-50
1365,2022-02-23 07:15:06,-300
1572,2022-02-27 15:57:30,100
1447,2022-07-17 05:36:51,250
1661,2022-06-13 13:25:48,-450
1271,2022-10-17 21:27:29,-400
1481,2022-07-17 14:03:02,700
1008,2022-06-05 13:49:50,50
1405,2022-08-08 22:44:21,400
1457,2022-01-17 04:55:44,-50
1703,2022-10-20 09:23:48,-350
1118,2022-06-04 09:02:31,-500
1467,2022-06-09 19:34:28,-100
1024,2022-05-25 21:56:52,600
1231,2022-04-19 11:23:53,450
1360,2022-11-25 15:08:21,700
1358,2022-02-20 16:10:14,-100
1611,2022-06-17 13:37:30,200
1342,2022-10-08 02:54:05,50
1060,2022-01-03 14:56:34,-500
1676,2022-10-03 12:16:10,200
1625,2022-05-27 06:03:56,-500
1100,2022-04-12 04:39:59,-500
1707,2022-11-27 08:34:58,650
1377,2022-03-17 03:08:08,-300
1259,2022-04-23 18:50:45,-250
1323,2022-04-12 14:46:13,750
1558,2022-01-13 07:47:32,-250
1653,2022-08-07 06:54:09,100
1043,2022-03-14 03:02:23,-200
1190,2022-06-25 18:48:52,-350
1568,2022-03-14 12:04:14,-400
1419,2022-09-16 22:21:56,-300
1373,2022-05-22 03:38:45,700
1168,2022-06-13 12:59:34,-500
1119,2022-03-22 21:48:41,300
1629,2022-11-09 12:47:56,-100
1521,2022-06-28 18:29:45,550
1582,2022-01-01 15:30:46,300
1056,2022-12-11 08:34:30,-400
1018,2022-10-12 01:01:23,-100
1185,2022-07-16 02:57:53,-200
1042,2022-09-16 05:08:46,-500
1500,2022-04-10 23:24:17,250
1686,2022-11-22 09:35:40,350
1077,2022-06-11 15:04:36,-50
1564,2022-02-04 22:03:42,-400
1164,2022-05-10 21:02:28,750
1540,2022-06-26 04:01:54,600
1462,2022-01-09 15:29:44,600
1528,2022-10-22 01:42:59,-250
1625,2022-07-28 07:19:35,300
1693,2022-06-10 07:31:17,650
1062,2022-03-01 20:55:22,100
1517,2022-10-22 23:52:16,700
1455,2022-10-16 21:16:18,300
1124,2022-01-12 15:02:59,-250
1008,2022-05-18 09:48:17,-300
1508,2022-02-19 07:13:31,750
1139,2022-09-06 22:03:11,-350
1229,2022-12-14 23:16:13,300
1266,2022-05-08 02:59:18,-500
1416,2022-09-02 01:39:01,-500
1569,2022-04-09 06:56:38,250
1405,2022-05-25 01:22:49,50
1550,2022-06-13 22:49:58,250
1426,2022-07-23 01:20:12,-450
1261,2022-08-09 02:20:12,-500
1548,2022-02-22 16:29:04,-150
1009,2022-09-10 18:21:56,700
1704,2022-01-25 08:22:19,250
1205,2022-01-05 19:08:58,500
1600,2022-02-16 03:28:10,-250
1486,2022-11-20 13:07:03,200
1401,2022-12-17 06:52:19,-250
1492,2022-06-27 16:53:36,400
1086,2022-04-10 13:44:29,-300
1304,2022-05-08 18:19:07,-150
1334,2022-06-17 22:34:46,100
1096,2022-02-05 11:05:52,500
1626,2022-08-04 02:23:16,-450
1525,2022-05-24 20:20:43,200
1184,2022-11-16 14:33:33,-250
1371,2022-08-20 15:30:37,-150
1465,2022-07-19 13:36:32,50
1230,2022-05-25 20:14:45,750
1146,2022-07-07 03:28:26,150
1364,2022-07-21 01:27:20,450
1287,2022-11-13 10:04:50,400
1038,2022-03-25 11:57:02,450
1373,2022-06-24 10:27:20,750
1486,2022-07-21 22:49:33,200
1525,2022-08-06 23:19:42,150
1518,2022-06-22 19:33:48,750
1580,2022-02-26 20:24:15,1100
1690,2022-03-11 10:28:46,-200
1515,2022-12-26 12:19:56,-200
1049,2022-09-11 16:33:51,750
1350,2022-03-11 13:33:55,500
1528,2022-06-26 10:03:04,200
1211,2022-11-16 09:38:11,300
1376,2022-07-23 04:52:15,-350
1066,2022-08-12 20:47:08,150
1642,2022-04-16 04:26:38,150
1188,2022-06-12 03:41:55,450
1022,2022-08-14 11:03:35,700
1117,2022-08-25 09:13:42,300
1039,2022-10-25 03:16:16,-100
1337,2022-05-18 16:20:31,-350
1334,2022-10-11 01:04:19,-100
1578,2022-02-15 22:16:15,-400
1442,2022-02-15 17:06:11,-150
1611,2022-12-14 22:02:18,750
1073,2022-01-13 03:43:55,-350
1668,2022-06-01 12:26:42,200
1556,2022-05-27 14:24:58,200
1518,2022-01-02 05:15:33,300
1300,2022-12-14 22:30:28,-350
1155,2022-03-09 04:52:31,200
1540,2022-05-12 12:11:14,550
1197,2022-05-15 17:09:46,-300
1542,2022-10-14 16:57:20,700
1119,2022-06-28 02:28:33,-50
1096,2022-08-04 10:38:28,600
1540,2022-03-14 23:42:25,500
1701,2022-01-25 02:01:35,-200
1598,2022-10-04 19:35:13,-100
1633,2022-03-03 12:32:16,-50
1585,2022-12-04 19:39:10,-450
1274,2022-11-08 04:45:02,100
